V1 V2 V3 V4
dfe_Oyr_IPSL-CM6A-LR_ssp534-over_r1i1p1f1_gn_2040-2100.nc http://vesg.ipsl.upmc.fr/thredds/fileServer/cmip6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp534-over/r1i1p1f1/Oyr/dfe/gn/v20190909/dfe_Oyr_IPSL-CM6A-LR_ssp534-over_r1i1p1f1_gn_2040-2100.nc SHA256 c8483b5a8fc0fbb62fcd87e396a834d6307d11d0cd15593645bdcb6451ffbea2
dfe_Oyr_IPSL-CM6A-LR_ssp585_r1i1p1f1_gn_2015-2100.nc http://vesg.ipsl.upmc.fr/thredds/fileServer/cmip6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp585/r1i1p1f1/Oyr/dfe/gn/v20190903/dfe_Oyr_IPSL-CM6A-LR_ssp585_r1i1p1f1_gn_2015-2100.nc SHA256 45f01d43ff0c1f9287f22b72b3d32eabba5de5aeb90eabaa2817b51f34c2241d
dfe_Oyr_CESM2-WACCM_ssp126_r1i1p1f1_gn_2015-2100.nc http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp126/r1i1p1f1/Oyr/dfe/gn/v20210211/dfe_Oyr_CESM2-WACCM_ssp126_r1i1p1f1_gn_2015-2100.nc SHA256 fb20fa8615dead6769319c55524a3eeb6c0ff8aeaa89a9615794bdae1facde44
dfe_Oyr_CESM2-WACCM_ssp245_r1i1p1f1_gn_2065-2100.nc http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp245/r1i1p1f1/Oyr/dfe/gn/v20190815/dfe_Oyr_CESM2-WACCM_ssp245_r1i1p1f1_gn_2065-2100.nc SHA256 6355698b8739fe3d2a185583088b9e40123c6af7e0e3c06b33810734de39338f
dfe_Oyr_CESM2-WACCM_ssp370_r1i1p1f1_gn_2065-2100.nc http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp370/r1i1p1f1/Oyr/dfe/gn/v20190815/dfe_Oyr_CESM2-WACCM_ssp370_r1i1p1f1_gn_2065-2100.nc SHA256 603d0ba29b697d3c79f6a92877bbc97276095ed637d810f900670fda98423aab
dfe_Oyr_CESM2-WACCM_ssp534-over_r1i1p1f1_gn_2040-2100.nc http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp534-over/r1i1p1f1/Oyr/dfe/gn/v20200701/dfe_Oyr_CESM2-WACCM_ssp534-over_r1i1p1f1_gn_2040-2100.nc SHA256 a74581245b94015bb3a4d2c68ac0cc5324a858aefe794433cd95db9e7222951e
dfe_Oyr_CESM2-WACCM_ssp585_r1i1p1f1_gn_2015-2100.nc http://esgf-data.ucar.edu/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCAR/CESM2-WACCM/ssp585/r1i1p1f1/Oyr/dfe/gn/v20190815/dfe_Oyr_CESM2-WACCM_ssp585_r1i1p1f1_gn_2015-2100.nc SHA256 74129a7ca5725b21c9bba3b4f3361ffbb8149e0139497514bd9569ab1d12d44e
dfe_Oyr_NorESM2-LM_ssp126_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp126/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-LM_ssp126_r1i1p1f1_gn_2091-2100.nc SHA256 6a518adc83bcf765e59491b9c926aa44d56ff56b176cfd7fa7a115870bb2a12e
dfe_Oyr_NorESM2-LM_ssp126_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp126/r1i1p1f1/Oyr/dfe/gr/v20191108/dfe_Oyr_NorESM2-LM_ssp126_r1i1p1f1_gr_2091-2100.nc SHA256 838ecb3ef7394cfab9991ec0c9c1d97313cc15013653e523bb0c0411fce67626
dfe_Oyr_NorESM2-LM_ssp245_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Oyr/dfe/gn/v20191108/dfe_Oyr_NorESM2-LM_ssp245_r1i1p1f1_gn_2091-2100.nc SHA256 8e3fc154507ace9cac4f717a55b739b9688700a9c64137fc0b5b8eca88d33e29
