V1 V2 V3 V4
o2_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp245/r1i1p1f1/Oyr/o2/gn/v20191108/o2_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gn_2091-2100.nc SHA256 2c4067afa83bb2f34ae4c46504eebe2565dcc8271ac8ea7c085ec3a571e99558
o2_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp245/r1i1p1f1/Oyr/o2/gr/v20191108/o2_Oyr_NorESM2-MM_ssp245_r1i1p1f1_gr_2091-2100.nc SHA256 27f0a204f90859f17190096359add99083df4253dd69839a83590c2956ae5903
o2_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp370/r1i1p1f1/Oyr/o2/gn/v20191108/o2_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gn_2091-2100.nc SHA256 64f432ea27c703da502d71502c3109c60167b7bb34dc13d7387b44496ab688d0
o2_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp370/r1i1p1f1/Oyr/o2/gr/v20191108/o2_Oyr_NorESM2-MM_ssp370_r1i1p1f1_gr_2091-2100.nc SHA256 e0707337896efb9560500aa107f210892623e679dda5233506a695db9470e6b5
o2_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gn_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp585/r1i1p1f1/Oyr/o2/gn/v20191108/o2_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gn_2091-2100.nc SHA256 d475964b55a4288f57683bac74b429a14784658bfa74630786dda4dfdfc98600
o2_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gr_2091-2100.nc http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-MM/ssp585/r1i1p1f1/Oyr/o2/gr/v20191108/o2_Oyr_NorESM2-MM_ssp585_r1i1p1f1_gr_2091-2100.nc SHA256 e70e22f2246a423847f4ef04363f15220ce1579bd900396026adb63e2fa1fb4d
o2_Oyr_CanESM5-1_ssp119_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp119/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5-1_ssp119_r1i1p1f1_gn_2015-2100.nc SHA256 565db1614a4d24432bf7bdf75c21fe1d011900d759f18eef56250a40c6effc9e
o2_Oyr_CanESM5-1_ssp126_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp126/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5-1_ssp126_r1i1p1f1_gn_2015-2100.nc SHA256 787a8666f91915a7eda7f3142b6823ffe4ffd7cd54d75652bccecb013bf2444c
o2_Oyr_CanESM5-1_ssp245_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp245/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5-1_ssp245_r1i1p1f1_gn_2015-2100.nc SHA256 a5e8e63131d5f971bdb2fa197d71c82210429b0dbb20aeff7ee7f84ffdbfc803
o2_Oyr_CanESM5-1_ssp370_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp370/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5-1_ssp370_r1i1p1f1_gn_2015-2100.nc SHA256 984d8f64a6399eff8411b1d809f2c40c513206e5d5f6438a4399a79ee370db50
o2_Oyr_CanESM5-1_ssp460_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp460/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5-1_ssp460_r1i1p1f1_gn_2015-2100.nc SHA256 3a4bf972083148736adee0f53bc0ee13017939ad2eae64fceb84a5d8d4a5edca
o2_Oyr_CanESM5-1_ssp585_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgH_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp585/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5-1_ssp585_r1i1p1f1_gn_2015-2100.nc SHA256 f135e3a70723810ad1d8b2442b33496bf7da6c004cf409f4fc5e83cbfaf5608d
o2_Oyr_CanESM5_ssp119_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp119_r1i1p1f1_gn_2015-2100.nc SHA256 5c38d0020d4644856933cb38a3855c2cb58a43c1448a0a141f111ed6e55ec9fb
o2_Oyr_CanESM5_ssp126_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp126_r1i1p1f1_gn_2015-2100.nc SHA256 f91ff34af1ea7586a87aaa8d8bb33ae65887026affd496c9f96679ad8b4ea565
o2_Oyr_CanESM5_ssp245_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp245_r1i1p1f1_gn_2015-2100.nc SHA256 d45de952bcf842e642b2ea0e935453015bdbd128bf382a2228fcba48663f2d69
o2_Oyr_CanESM5_ssp370_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp370/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp370_r1i1p1f1_gn_2015-2100.nc SHA256 a38146e82700ef1683edbd18acd1dc73ea04291ceb9a5f8669985dfce2b90029
o2_Oyr_CanESM5_ssp434_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp434/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp434_r1i1p1f1_gn_2015-2100.nc SHA256 0a81f9efb174592e3eb4a39ce8954c2e3c26991cd636bab5053571fab3fa0de2
o2_Oyr_CanESM5_ssp460_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp460/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp460_r1i1p1f1_gn_2015-2100.nc SHA256 a3508a246611fbb20d5228d3d5669dc9976f4d561501f6125cfd4f3ace4e5191
o2_Oyr_CanESM5_ssp534-over_r1i1p1f1_gn_2040-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp534-over_r1i1p1f1_gn_2040-2100.nc SHA256 f1f3c6566fe4b7835f6fa8cb4c5d05795c167df641690709071387febd5d3457
o2_Oyr_CanESM5_ssp585_r1i1p1f1_gn_2015-2100.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgD_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp585/r1i1p1f1/Oyr/o2/gn/v20190429/o2_Oyr_CanESM5_ssp585_r1i1p1f1_gn_2015-2100.nc SHA256 0466b41833083bee851e9183a2d3d8e5939ec41a91306e18d815b4a1bfd3be9d
o2_Oyr_CMCC-ESM2_ssp126_r1i1p1f1_gn_2015-2100.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp126/r1i1p1f1/Oyr/o2/gn/v20210126/o2_Oyr_CMCC-ESM2_ssp126_r1i1p1f1_gn_2015-2100.nc SHA256 4f692e4a2a699925645bde08f7ff0fbfabeba0ae959fb26193e1231fa1af87c3
o2_Oyr_CMCC-ESM2_ssp245_r1i1p1f1_gn_2015-2100.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp245/r1i1p1f1/Oyr/o2/gn/v20210129/o2_Oyr_CMCC-ESM2_ssp245_r1i1p1f1_gn_2015-2100.nc SHA256 4da100c708d5cb4758c137c1f003be145ca964aa994290ed45b107273c40f049
o2_Oyr_CMCC-ESM2_ssp370_r1i1p1f1_gn_2015-2100.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp370/r1i1p1f1/Oyr/o2/gn/v20210202/o2_Oyr_CMCC-ESM2_ssp370_r1i1p1f1_gn_2015-2100.nc SHA256 c9febd5e4f836b3d00f549b89cafccd5687900b5c6187c27bfab8b16c3fd3cf1
o2_Oyr_CMCC-ESM2_ssp585_r1i1p1f1_gn_2015-2100.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-ESM2/ssp585/r1i1p1f1/Oyr/o2/gn/v20210126/o2_Oyr_CMCC-ESM2_ssp585_r1i1p1f1_gn_2015-2100.nc SHA256 f04e60bc6e1be84d46db98b7d3cba3381001a111802fa146bdeaaa9602ca622e
