V1 V2 V3 V4
thetao_Omon_CAMS-CSM1-0_ssp119_r1i1p1f1_gn_201501-203112.nc http://esg.camscma.cn/thredds/fileServer/cmip6/CMIP6/ScenarioMIP/CAMS/CAMS-CSM1-0/ssp119/r1i1p1f1/Omon/thetao/gn/v20190708/thetao_Omon_CAMS-CSM1-0_ssp119_r1i1p1f1_gn_201501-203112.nc SHA256 58ede5c973acd8321729f1eb7c69f8623f562b1538c9607172a4400cee2c59de
thetao_Omon_CAMS-CSM1-0_ssp126_r1i1p1f1_gn_201501-203112.nc http://esg.camscma.cn/thredds/fileServer/cmip6/CMIP6/ScenarioMIP/CAMS/CAMS-CSM1-0/ssp126/r1i1p1f1/Omon/thetao/gn/v20190708/thetao_Omon_CAMS-CSM1-0_ssp126_r1i1p1f1_gn_201501-203112.nc SHA256 3f591a93b53b95b66139ee262767b31066e6488e44241d910ce9fb869ac137c5
thetao_Omon_CAMS-CSM1-0_ssp245_r1i1p1f1_gn_201501-203112.nc http://esg.camscma.cn/thredds/fileServer/cmip6/CMIP6/ScenarioMIP/CAMS/CAMS-CSM1-0/ssp245/r1i1p1f1/Omon/thetao/gn/v20190708/thetao_Omon_CAMS-CSM1-0_ssp245_r1i1p1f1_gn_201501-203112.nc SHA256 b22256993048e4f2786907c3e4a89a80810fc9a0245916e2f447c57765e9b65f
thetao_Omon_CAMS-CSM1-0_ssp370_r1i1p1f1_gn_201501-203112.nc http://esg.camscma.cn/thredds/fileServer/cmip6/CMIP6/ScenarioMIP/CAMS/CAMS-CSM1-0/ssp370/r1i1p1f1/Omon/thetao/gn/v20190708/thetao_Omon_CAMS-CSM1-0_ssp370_r1i1p1f1_gn_201501-203112.nc SHA256 5c5510682e3c2809f8b330554cff14c26ac7fd7574cdc5b59208933c058b8589
thetao_Omon_CAMS-CSM1-0_ssp585_r1i1p1f1_gn_201501-203112.nc http://esg.camscma.cn/thredds/fileServer/cmip6/CMIP6/ScenarioMIP/CAMS/CAMS-CSM1-0/ssp585/r1i1p1f1/Omon/thetao/gn/v20190708/thetao_Omon_CAMS-CSM1-0_ssp585_r1i1p1f1_gn_201501-203112.nc SHA256 611afc0813af641939444214d34a69a9cec51fe53e9ddd6aff84d8ee137a7811
thetao_Omon_CanESM5-1_ssp119_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp119/r1i1p1f1/Omon/thetao/gn/v20190429/thetao_Omon_CanESM5-1_ssp119_r1i1p1f1_gn_201501-202012.nc SHA256 f5f5d3ce5834de5f283cd0b583a7f400da7b54e299be1d71d33bda5662d4a809
thetao_Omon_CanESM5-1_ssp126_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp126/r1i1p1f1/Omon/thetao/gn/v20190429/thetao_Omon_CanESM5-1_ssp126_r1i1p1f1_gn_201501-202012.nc SHA256 8e9f49318683ec82cf002f1c4a033e99fd7902bb8e864ee314abc703872d0903
thetao_Omon_CanESM5-1_ssp245_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp245/r1i1p1f1/Omon/thetao/gn/v20190429/thetao_Omon_CanESM5-1_ssp245_r1i1p1f1_gn_201501-202012.nc SHA256 216ba97fc4f87790d3b0687d8897c75b069077fd2efb0d1aca657fb25ce55e7b
thetao_Omon_CanESM5-1_ssp370_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp370/r1i1p1f1/Omon/thetao/gn/v20190429/thetao_Omon_CanESM5-1_ssp370_r1i1p1f1_gn_201501-202012.nc SHA256 fbe44bdc386e25bea75098f54a3bdcff2c88d7c81893cbf75465182c53a3fd2e
thetao_Omon_CanESM5-1_ssp460_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgI_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp460/r1i1p1f1/Omon/thetao/gn/v20190429/thetao_Omon_CanESM5-1_ssp460_r1i1p1f1_gn_201501-202012.nc SHA256 96629cbf18b3d9d86a485ff446bca944e765b2476b018a8525224bfcbe129834
thetao_Omon_CanESM5-1_ssp585_r1i1p1f1_gn_201501-202012.nc http://crd-esgf-drc.ec.gc.ca/thredds/fileServer/esgH_dataroot/AR6/CMIP6/ScenarioMIP/CCCma/CanESM5-1/ssp585/r1i1p1f1/Omon/thetao/gn/v20190429/thetao_Omon_CanESM5-1_ssp585_r1i1p1f1_gn_201501-202012.nc SHA256 e1791801fa3eb752acdc83736354cfdbcd48df1bab0829d30f7bebc9cbbc60d3
thetao_Omon_CMCC-CM2-SR5_ssp126_r1i1p1f1_gn_201501-203412.nc http://esgf-node2.cmcc.it/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/CMCC/CMCC-CM2-SR5/ssp126/r1i1p1f1/Omon/thetao/gn/v20200717/thetao_Omon_CMCC-CM2-SR5_ssp126_r1i1p1f1_gn_201501-203412.nc SHA256 eaeeb9a1731d0c78dcb2912db5b31b2a2503d17db02b0d819ce36fea61f5fb8c
